"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"2029",2016,"Textile cutting machine setters, operators, and tenders","Production, Transportation, and Material Moving",6067,3153,2914,48.0303280039558,"22483","24093","21768","(X)"
"2030",2016,"Textile knitting and weaving machine setters, operators, and tenders","Production, Transportation, and Material Moving",7421,3616,3805,51.2734132866191,"28490","30297","27888","(X)"
"2031",2016,"Textile winding, twisting, and drawing out machine setters, operators, and tenders","Production, Transportation, and Material Moving",9640,3818,5822,60.3941908713693,"26440","27864","25962","(X)"
"2032",2016,"Fabric and apparel patternmakers","Production, Transportation, and Material Moving",2114,368,1746,82.5922421948912,"61630","66227","61097","(X)"
"2033",2016,"Upholsterers","Production, Transportation, and Material Moving",23251,19562,3689,15.8659842587416,"33082","35421","29958","(X)"
"2034",2016,"Miscellaneous textile, apparel, and furnishings workers, including extruding and forming machine setters, operators, and tenders, synthetic and glass fibers","Production, Transportation, and Material Moving",12112,7106,5006,41.3309114927345,"31173","33827","28770","(X)"
"2035",2016,"Cabinetmakers and bench carpenters","Production, Transportation, and Material Moving",44283,41443,2840,6.41329629880541,"35113","36097","27509","(X)"
"2036",2016,"Furniture finishers","Production, Transportation, and Material Moving",7973,6435,1538,19.290104101342,"31457","34727","21619","(X)"
"2037",2016,"Sawing machine setters, operators, and tenders, wood","Production, Transportation, and Material Moving",25859,22926,2933,11.3422792838083,"27707","28859","23684","(X)"
"2038",2016,"Woodworking machine setters, operators, and tenders, except sawing","Production, Transportation, and Material Moving",15419,12322,3097,20.0856086646345,"27718","30243","24063","(X)"
"2039",2016,"Miscellaneous woodworkers, including model makers and patternmakers","Production, Transportation, and Material Moving",22665,20666,1999,8.81976615927642,"32046","32052","31993","(X)"
"2040",2016,"Power plant operators, distributors, and dispatchers","Production, Transportation, and Material Moving",42662,39345,3317,7.77506914818808,"89417","90326","72348","(X)"
"2041",2016,"Stationary engineers and boiler operators","Production, Transportation, and Material Moving",80093,78076,2017,2.5183224501517,"60018","60049","52121","(X)"
"2042",2016,"Water and wastewater treatment plant and system operators","Production, Transportation, and Material Moving",78358,75104,3254,4.1527348834835,"48818","49659","40614","(X)"
"2043",2016,"Miscellaneous plant and system operators","Production, Transportation, and Material Moving",37531,35295,2236,5.9577416002771,"63780","64776","54020","(X)"
"2044",2016,"Chemical processing machine setters, operators, and tenders","Production, Transportation, and Material Moving",48578,43856,4722,9.72044958623245,"51853","51737","54830","(X)"
"2045",2016,"Crushing, grinding, polishing, mixing, and blending workers","Production, Transportation, and Material Moving",66068,57898,8170,12.3660471029848,"37087","38136","29582","77.56975036710719"
"2046",2016,"Cutting workers","Production, Transportation, and Material Moving",51485,41676,9809,19.0521511119744,"30780","31798","26199","82.39197433800868"
"2047",2016,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","Production, Transportation, and Material Moving",23961,20153,3808,15.8924919661116,"36321","38619","24726","(X)"
"2048",2016,"Furnace, kiln, oven, drier, and kettle operators and tenders","Production, Transportation, and Material Moving",10409,8744,1665,15.9957728888462,"42352","45284","36547","(X)"
"2049",2016,"Inspectors, testers, sorters, samplers, and weighers","Production, Transportation, and Material Moving",666282,414113,252169,37.8471878273764,"41029","47048","32183","68.404608059853771"
"2050",2016,"Jewelers and precious stone and metal workers","Production, Transportation, and Material Moving",25368,17016,8352,32.9233680227058,"32523","40173","25842","64.326786647748492"
"2051",2016,"Medical, dental, and ophthalmic laboratory technicians","Production, Transportation, and Material Moving",58471,30351,28120,48.0922166544099,"36146","41304","32104","77.726128220027107"
"2052",2016,"Packaging and filling machine operators and tenders","Production, Transportation, and Material Moving",204703,94628,110075,53.7730272638896,"27178","31391","24791","78.974865407282351"
"2053",2016,"Painting workers","Production, Transportation, and Material Moving",126596,111321,15275,12.0659420518816,"36898","39257","26885","68.484601472348885"
"2054",2016,"Photographic process workers and processing machine operators","Production, Transportation, and Material Moving",17651,9662,7989,45.2608917341794,"31397","37525","26314","70.123917388407733"
"2055",2016,"Semiconductor processors","Production, Transportation, and Material Moving",1741,1203,538,30.9017805858702,"36791","36050","41018","(X)"
"2056",2016,"Adhesive bonding machine operators and tenders","Production, Transportation, and Material Moving",6765,3859,2906,42.9563932002956,"26961","36218","19670","(X)"
"2057",2016,"Cleaning, washing, and metal pickling equipment operators and tenders","Production, Transportation, and Material Moving",3785,2887,898,23.7252311756935,"31971","33674","25705","(X)"
"2058",2016,"Cooling and freezing equipment operators and tenders","Production, Transportation, and Material Moving",2374,2071,303,12.7632687447346,"47469","48516","33696","(X)"
"2059",2016,"Etchers and engravers","Production, Transportation, and Material Moving",8059,6017,2042,25.3381312817967,"32736","35017","31354","(X)"
"2060",2016,"Molders, shapers, and casters, except metal and plastic","Production, Transportation, and Material Moving",22330,19527,2803,12.5526197939991,"32017","33234","25597","(X)"
"2061",2016,"Paper goods machine setters, operators, and tenders","Production, Transportation, and Material Moving",24020,17945,6075,25.2914238134888,"38661","42381","26883","(X)"
"2062",2016,"Tire builders","Production, Transportation, and Material Moving",12530,11501,1029,8.2122905027933,"41969","41952","45525","(X)"
"2063",2016,"Helpers--production workers","Production, Transportation, and Material Moving",23695,19206,4489,18.9449250896814,"28256","30140","25318","(X)"
"2064",2016,"Production workers, all other","Production, Transportation, and Material Moving",953539,704041,249498,26.1654740917781,"35030","37414","27236","72.796279467578984"
"2065",2016,"Supervisors of transportation and material moving workers","Production, Transportation, and Material Moving",196226,156914,39312,20.034042379705,"51318","53614","40710","75.931659641138509"
"2066",2016,"Aircraft pilots and flight engineers","Production, Transportation, and Material Moving",102512,96231,6281,6.12708756048072,"102155","102479","90665","(X)"
"2067",2016,"Air traffic controllers and airfield operations specialists","Production, Transportation, and Material Moving",29978,24679,5299,17.6762959503636,"90935","92499","72322","(X)"
"2068",2016,"Flight attendants","Production, Transportation, and Material Moving",53686,15733,37953,70.6944082256082,"48586","59579","42869","71.953204988334818"
"2069",2016,"Ambulance drivers and attendants, except emergency medical technicians","Production, Transportation, and Material Moving",10405,8616,1789,17.1936568957232,"28239","28017","30258","(X)"
"2070",2016,"Bus drivers","Production, Transportation, and Material Moving",280228,178493,101735,36.3043664444666,"35222","38539","29570","76.727470873660451"
"2071",2016,"Driver/sales workers and truck drivers","Production, Transportation, and Material Moving",2695081,2570385,124696,4.62679971399746,"42200","42435","32237","75.967950983857662"
"2072",2016,"Taxi drivers and chauffeurs","Production, Transportation, and Material Moving",302027,265426,36601,12.1184529859913,"27925","29130","25365","87.075180226570552"
"2073",2016,"Motor vehicle operators, all other","Production, Transportation, and Material Moving",17956,15257,2699,15.0311873468478,"30386","30781","24567","(X)"
"2074",2016,"Locomotive engineers and operators","Production, Transportation, and Material Moving",43277,41071,2206,5.09739584536821,"85678","85978","80335","(X)"
"2075",2016,"Railroad brake, signal, and switch operators","Production, Transportation, and Material Moving",3553,3317,236,6.6422741345342,"60383","60913","-","(X)"
"2076",2016,"Railroad conductors and yardmasters","Production, Transportation, and Material Moving",43761,41145,2616,5.97792555014739,"71955","72667","58522","(X)"
"2077",2016,"Subway, streetcar, and other rail transportation workers","Production, Transportation, and Material Moving",14379,12538,1841,12.8033938382363,"66028","66705","50528","(X)"
"2078",2016,"Sailors and marine oilers","Production, Transportation, and Material Moving",15230,13658,1572,10.3217334208798,"47279","47363","37364","(X)"
"2079",2016,"Ship and boat captains and operators","Production, Transportation, and Material Moving",24058,22985,1073,4.46005486740377,"73064","74068","60630","(X)"
"2080",2016,"Ship engineers","Production, Transportation, and Material Moving",3026,2713,313,10.3436880370126,"76236","75670","-","(X)"
"2081",2016,"Bridge and lock tenders","Production, Transportation, and Material Moving",3937,3590,347,8.81381762763525,"52388","53088","46458","(X)"
"2082",2016,"Parking lot attendants","Production, Transportation, and Material Moving",46169,40140,6029,13.0585457774697,"23264","23580","22742","(X)"
"2083",2016,"Automotive and watercraft service attendants","Production, Transportation, and Material Moving",59150,52107,7043,11.9070160608622,"23322","23813","21091","(X)"
"2084",2016,"Transportation inspectors","Production, Transportation, and Material Moving",39784,34774,5010,12.5930022119445,"60174","61564","40751","(X)"
"2085",2016,"Transportation attendants, except flight attendants","Production, Transportation, and Material Moving",15697,7554,8143,51.8761546792381,"29067","36822","26206","(X)"
"2086",2016,"Other transportation workers","Production, Transportation, and Material Moving",17369,14420,2949,16.978524958259,"36282","38674","27308","(X)"
"2087",2016,"Conveyor operators and tenders","Production, Transportation, and Material Moving",4427,3447,980,22.1368872825841,"36974","38235","30806","(X)"
"2088",2016,"Crane and tower operators","Production, Transportation, and Material Moving",53751,52233,1518,2.82413350449294,"58290","58643","40682","(X)"
"2089",2016,"Dredge, excavating, and loading machine operators","Production, Transportation, and Material Moving",27092,26712,380,1.40262808209065,"42058","42289","31116","(X)"
"2090",2016,"Hoist and winch operators","Production, Transportation, and Material Moving",5934,5731,203,3.42096393663633,"50089","50364","-","(X)"
"2091",2016,"Industrial truck and tractor operators","Production, Transportation, and Material Moving",501490,465444,36046,7.18778041436519,"32303","32305","32272","99.89784863024299"
"2092",2016,"Cleaners of vehicles and equipment","Production, Transportation, and Material Moving",225496,192986,32510,14.4171071770674,"25839","26267","22073","84.033197548254464"
"2093",2016,"Laborers and freight, stock, and material movers, hand","Production, Transportation, and Material Moving",1340831,1107839,232992,17.3766865473725,"30729","31424","26312","83.732179226069249"
"2094",2016,"Machine feeders and offbearers","Production, Transportation, and Material Moving",15745,9103,6642,42.1848205779613,"29485","32497","22554","(X)"
"2095",2016,"Packers and packagers, hand","Production, Transportation, and Material Moving",292614,128616,163998,56.0458487973918,"23676","26211","22013","83.983823585517541"
"2096",2016,"Pumping station operators","Production, Transportation, and Material Moving",19540,18917,623,3.18833162743091,"62096","62053","67083","(X)"
"2097",2016,"Refuse and recyclable material collectors","Production, Transportation, and Material Moving",65170,58851,6319,9.69617922356913,"32367","34488","24268","(X)"
"2098",2016,"Mine shuttle car operators","Production, Transportation, and Material Moving",732,722,10,1.36612021857923,"43866","43808","-","(X)"
"2099",2016,"Tank car, truck, and ship loaders","Production, Transportation, and Material Moving",4198,4155,43,1.02429728442115,"44079","44487","-","(X)"
"2100",2016,"Material moving workers, all other","Production, Transportation, and Material Moving",NA,NA,NA,NA,NA,NA,NA,NA
"2101",2017,"Chief executives","Management, Business, and Financial",1098048,831158,266890,24.3,"134656","148867","111236","74.7"
"2102",2017,"General and operations managers","Management, Business, and Financial",885352,620422,264930,29.9,"71533","76691","61202","79.8"
"2103",2017,"Legislators","Management, Business, and Financial",11439,7939,3500,30.6,"68858","76602","55574","(X)"
"2104",2017,"Advertising and promotions managers","Management, Business, and Financial",41608,19269,22339,53.7,"66733","72262","61235","84.7"
"2105",2017,"Marketing and sales managers","Management, Business, and Financial",863652,479654,383998,44.5,"85215","100288","71066","70.900000000000006"
"2106",2017,"Public relations and fundraising managers","Management, Business, and Financial",53176,19181,33995,63.9,"81959","90827","77994","85.9"
"2107",2017,"Administrative services managers","Management, Business, and Financial",133284,86878,46406,34.8,"65947","69102","61453","88.9"
"2108",2017,"Computer and information systems managers","Management, Business, and Financial",561466,401470,159996,28.5,"103412","109674","95341","86.9"
"2109",2017,"Financial managers","Management, Business, and Financial",1066848,512744,554104,51.9,"80144","100575","65237","64.900000000000006"
"2110",2017,"Compensation and benefits managers","Management, Business, and Financial",16470,4547,11923,72.4,"76472","81246","71026","(X)"
"2111",2017,"Human resources managers","Management, Business, and Financial",377342,148568,228774,60.6,"74586","81443","71039","87.2"
"2112",2017,"Training and development managers","Management, Business, and Financial",53382,24837,28545,53.5,"75225","77351","71730","92.7"
"2113",2017,"Industrial production managers","Management, Business, and Financial",233451,185795,47656,20.4,"78170","81041","69873","86.2"
"2114",2017,"Purchasing managers","Management, Business, and Financial",185381,96847,88534,47.8,"76988","81607","72359","88.7"
"2115",2017,"Transportation, storage, and distribution managers","Management, Business, and Financial",221952,182380,39572,17.8,"53212","53629","51660","96.3"
"2116",2017,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",438396,386531,51865,11.8,"41991","43848","31023","70.8"
"2117",2017,"Construction managers","Management, Business, and Financial",709029,652746,56283,7.9,"72289","73848","65032","88.1"
"2118",2017,"Education administrators","Management, Business, and Financial",781769,281444,500325,64,"71773","83383","64989","77.900000000000006"
"2119",2017,"Architectural and engineering managers","Management, Business, and Financial",159701,143563,16138,10.1,"131528","132281","119843","90.6"
"2120",2017,"Food service managers","Management, Business, and Financial",817831,447481,370350,45.3,"40011","44606","33735","75.599999999999994"
"2121",2017,"Funeral service managers","Management, Business, and Financial",6330,4348,1982,31.3,"80057","90264","51232","(X)"
"2122",2017,"Gaming managers","Management, Business, and Financial",15840,8730,7110,44.9,"55152","62224","44774","72"
"2123",2017,"Lodging managers","Management, Business, and Financial",112715,53267,59448,52.7,"47400","52925","42318","80"
"2124",2017,"Medical and health services managers","Management, Business, and Financial",637605,180621,456984,71.7,"72145","87451","67129","76.8"
"2125",2017,"Natural sciences managers","Management, Business, and Financial",20107,9524,10583,52.6,"90355","112309","77050","68.599999999999994"
"2126",2017,"Postmasters and mail superintendents","Management, Business, and Financial",22837,11818,11019,48.3,"73610","77371","70105","90.6"
"2127",2017,"Property, real estate, and community association managers","Management, Business, and Financial",480187,242923,237264,49.4,"52378","61245","47528","77.599999999999994"
"2128",2017,"Social and community service managers","Management, Business, and Financial",328654,103827,224827,68.4,"59847","66518","56340","84.7"
"2129",2017,"Emergency management directors","Management, Business, and Financial",8612,5493,3119,36.2,"67010","77320","64941","(X)"
"2130",2017,"Managers, all other","Management, Business, and Financial",3899979,2536832,1363147,35,"80402","86960","68744","79.099999999999994"
"2131",2017,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",33035,18092,14943,45.2,"57131","60714","55287","91.1"
"2132",2017,"Buyers and purchasing agents, farm products","Management, Business, and Financial",6638,4605,2033,30.6,"61246","74484","56978","(X)"
"2133",2017,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",134634,69239,65395,48.6,"43707","41903","45496","108.6"
"2134",2017,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",237095,113159,123936,52.3,"55491","60735","51439","84.7"
"2135",2017,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",296535,121095,175440,59.2,"55152","61964","50664","81.8"
"2136",2017,"Compliance officers","Management, Business, and Financial",248780,117695,131085,52.7,"68152","72212","63579","88"
"2137",2017,"Cost estimators","Management, Business, and Financial",119438,103589,15849,13.3,"64155","66596","50499","75.8"
"2138",2017,"Human resources workers","Management, Business, and Financial",711018,199412,511606,72,"60169","65175","57103","87.6"
"2139",2017,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",51568,13370,38198,74.1,"52936","57162","52201","91.3"
"2140",2017,"Training and development specialists","Management, Business, and Financial",103451,44813,58638,56.7,"61259","65750","57341","87.2"
"2141",2017,"Logisticians","Management, Business, and Financial",127430,82301,45129,35.4,"52446","56865","49521","87.1"
"2142",2017,"Management analysts","Management, Business, and Financial",665500,384117,281383,42.3,"86167","95449","79410","83.2"
"2143",2017,"Meeting, convention, and event planners","Management, Business, and Financial",91655,17142,74513,81.3,"51753","53186","51533","96.9"
"2144",2017,"Fundraisers","Management, Business, and Financial",80259,23676,56583,70.5,"63831","72390","61197","84.5"
"2145",2017,"Market research analysts and marketing specialists","Management, Business, and Financial",255502,112345,143157,56,"71157","81222","63932","78.7"
"2146",2017,"Business operations specialists, all other","Management, Business, and Financial",264025,123232,140793,53.3,"62141","73016","55038","75.400000000000006"
"2147",2017,"Accountants and auditors","Management, Business, and Financial",1692991,678164,1014827,59.9,"65597","77320","60280","78"
"2148",2017,"Appraisers and assessors of real estate","Management, Business, and Financial",72566,48063,24503,33.8,"61310","69684","48855","70.099999999999994"
"2149",2017,"Budget analysts","Management, Business, and Financial",41211,15651,25560,62,"76805","82763","74498","90"
"2150",2017,"Credit analysts","Management, Business, and Financial",25288,12300,12988,51.4,"61645","71132","51763","72.8"
"2151",2017,"Financial analysts","Management, Business, and Financial",202163,123379,78784,39,"85696","95022","74888","78.8"
"2152",2017,"Personal financial advisors","Management, Business, and Financial",338453,229348,109105,32.2,"93899","108199","71154","65.8"
"2153",2017,"Insurance underwriters","Management, Business, and Financial",95107,33301,61806,65,"63407","78850","58607","74.3"
"2154",2017,"Financial examiners","Management, Business, and Financial",12334,6326,6008,48.7,"86618","100808","81765","(X)"
"2155",2017,"Credit counselors and loan officers","Management, Business, and Financial",284846,134005,150841,53,"62063","77214","52257","67.7"
"2156",2017,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",44684,16612,28072,62.8,"52704","63310","50638","80"
"2157",2017,"Tax preparers","Management, Business, and Financial",51718,21021,30697,59.4,"56143","71730","47886","66.8"
"2158",2017,"Financial specialists, all other","Management, Business, and Financial",39668,18553,21115,53.2,"66322","100619","49486","49.2"
"2159",2017,"Computer and information research scientists","Computer, Engineering, and Science",22129,16418,5711,25.8,"105949","111254","96090","(X)"
"2160",2017,"Computer systems analysts","Computer, Engineering, and Science",478879,297409,181470,37.9,"80145","84033","73321","87.3"
"2161",2017,"Information security analysts","Computer, Engineering, and Science",87834,73109,14725,16.8,"95740","97235","87850","90.3"
"2162",2017,"Computer programmers","Computer, Engineering, and Science",371952,294706,77246,20.8,"86989","88977","82140","92.3"
"2163",2017,"Software developers, applications and systems software","Computer, Engineering, and Science",1211419,984505,226914,18.7,"102204","105996","92304","87.1"
"2164",2017,"Web developers","Computer, Engineering, and Science",143349,95527,47822,33.4,"62890","66667","56439","84.7"
"2165",2017,"Computer support specialists","Computer, Engineering, and Science",562145,427841,134304,23.9,"58930","60702","52069","85.8"
"2166",2017,"Database administrators","Computer, Engineering, and Science",100437,65509,34928,34.8,"86218","92173","72351","78.5"
"2167",2017,"Network and computer systems administrators","Computer, Engineering, and Science",195283,159778,35505,18.2,"73111","75180","66661","88.7"
"2168",2017,"Computer network architects","Computer, Engineering, and Science",92409,85518,6891,7.5,"100214","100205","100349","100.1"
"2169",2017,"Computer occupations, all other","Computer, Engineering, and Science",613463,476122,137341,22.4,"72088","73301","68923","94"
"2170",2017,"Actuaries","Computer, Engineering, and Science",26642,18601,8041,30.2,"106764","111182","101188","91"
"2171",2017,"Mathematicians","Computer, Engineering, and Science",3065,2812,253,8.3,"76302","75435","158449","(X)"
"2172",2017,"Operations research analysts","Computer, Engineering, and Science",131050,67041,64009,48.8,"80440","85137","75580","88.8"
"2173",2017,"Statisticians","Computer, Engineering, and Science",47971,24946,23025,48,"81556","90165","75180","83.4"
"2174",2017,"Miscellaneous mathematical science occupations","Computer, Engineering, and Science",3502,2140,1362,38.9,"94408","101061","57067","(X)"
"2175",2017,"Architects, except naval","Computer, Engineering, and Science",169366,128183,41183,24.3,"81205","85783","69280","80.8"
"2176",2017,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",27850,22654,5196,18.7,"60771","63671","50554","(X)"
"2177",2017,"Aerospace engineers","Computer, Engineering, and Science",123484,108681,14803,12,"103583","106140","92065","86.7"
"2178",2017,"Agricultural engineers","Computer, Engineering, and Science",2216,2109,107,4.8,"79135","80522","-","(X)"
"2179",2017,"Biomedical engineers","Computer, Engineering, and Science",12898,10461,2437,18.9,"82047","82157","81797","(X)"
"2180",2017,"Chemical engineers","Computer, Engineering, and Science",53133,43850,9283,17.5,"101081","101592","94071","92.6"
"2181",2017,"Civil engineers","Computer, Engineering, and Science",317670,273266,44404,14,"85314","87201","76467","87.7"
"2182",2017,"Computer hardware engineers","Computer, Engineering, and Science",44685,39377,5308,11.9,"99645","99943","96416","(X)"
"2183",2017,"Electrical and electronics engineers","Computer, Engineering, and Science",196331,178387,17944,9.1,"100063","100329","88576","88.3"
